source_name,status,mapped_to,notes
Jakku,exact_match,Jakku,
Jalarren,exact_match,Jalarren,
Jaminere,exact_match,Jaminere,
Jamiron,exact_match,Jamiron,
Janara,exact_match,Janara,
Jandur,exact_match,Jandur,
JanFathal,exact_match,JanFathal,
Janodral Mizar,exact_match,Janodral Mizar,
Jarnollen,exact_match,Jarnollen,
Jatir,exact_match,Jatir,
Javin,exact_match,Javin,
Jazbina,exact_match,Jazbina,
Jedha,exact_match,Jedha,
Jelucan,exact_match,Jelucan,
Jendorn,exact_match,Jendorn,
Jerne,exact_match,Jerne,
Jerrilek,exact_match,Jerrilek,
Jerrist,exact_match,Jerrist,
Jestan,exact_match,Jestan,
Jeyell,exact_match,Jeyell,
Jilrua,exact_match,Jilrua,
Jiroch,exact_match,Jiroch,
Jodaka,exact_match,Jodaka,
Joiol,exact_match,Joiol,
Jomark,exact_match,Jomark,
Joodrudda,exact_match,Joodrudda,
Jovan,exact_match,Jovan,
Jovaria,exact_match,Jovaria,
Jubilar,exact_match,Jubilar,
Junction,exact_match,Junction,
Junkfort Station,exact_match,Junkfort Station,
Jurzan,exact_match,Jurzan,
Juvex,exact_match,Juvex,
K'ath,exact_match,K'ath,
k'Farri,exact_match,k'Farri,
K'taktaxka,exact_match,K'taktaxka,
Kaal,exact_match,Kaal,
Kabal,exact_match,Kabal,
Kabray,exact_match,Kabray,
Kadavo,exact_match,Kadavo,
Kafane,exact_match,Kafane,
Kaikielius,manual_required,,no exact or unique normalized match
Kail,exact_match,Kail,
Kailor V,manual_required,,no exact or unique normalized match
Kal'Shebbol,exact_match,Kal'Shebbol,
Kalaan,exact_match,Kalaan,
Kalarba,exact_match,Kalarba,
Kalee,exact_match,Kalee,
Kalevala,exact_match,Kalevala,
Kalgo,exact_match,Kalgo,
Kaliida Shoals,exact_match,Kaliida Shoals,
Kalinda,exact_match,Kalinda,
Kalishik,exact_match,Kalishik,
Kalist,exact_match,Kalist,
Kalki Nebula,exact_match,Kalki Nebula,
Kalkovak,exact_match,Kalkovak,
Kalla,exact_match,Kalla,
Kalsunor,exact_match,Kalsunor,
Kamar,exact_match,Kamar,
Kamdon,exact_match,Kamdon,
Kamino,exact_match,Kamino,
Kamur,exact_match,Kamur,
Kanaver,exact_match,Kanaver,
Kaon,exact_match,Kaon,
Karazak,exact_match,Karazak,
Kardura,exact_match,Kardura,
Karfeddion,exact_match,Karfeddion,
Karideph,exact_match,Karideph,
Karlinus,exact_match,Karlinus,
Karra,exact_match,Karra,
Karsten's World,exact_match,Karsten's World,
Karvoss,exact_match,Karvoss,
Kashyyyk,exact_match,Kashyyyk,
Kassido,exact_match,Kassido,
Katarr,exact_match,Katarr,
Kath,exact_match,Kath,
Katraasii,manual_required,,no exact or unique normalized match
Kattada,exact_match,Kattada,
Kayri,exact_match,Kayri,
Kedorzha,exact_match,Kedorzha,
Keeara Major,exact_match,Keeara Major,
Keeper's World,manual_required,,no exact or unique normalized match
Kegan,exact_match,Kegan,
Keitum,exact_match,Keitum,
Kelada,exact_match,Kelada,
Keldooine,exact_match,Keldooine,
Kelrodo-Ai,exact_match,Kelrodo-Ai,
Kemal Station,exact_match,Kemal Station,
Kerkoidia,exact_match,Kerkoidia,
Kesh,exact_match,Kesh,
Keskin,exact_match,Keskin,
Kesmere,exact_match,Kesmere,
Kesmere Minor,exact_match,Kesmere Minor,
Kessel,exact_match,Kessel,
Ket,exact_match,Ket,
Ketal,exact_match,Ketal,
Ketaris,exact_match,Ketaris,
Khar Delba,exact_match,Khar Delba,
Khomm,exact_match,Khomm,
Khubeaie,exact_match,Khubeaie,
Kidiet Olgo,exact_match,Kidiet Olgo,
Kidriff,exact_match,Kidriff,
Kiffu,exact_match,Kiffu,
Kijimi,manual_required,,no exact or unique normalized match
Kile,exact_match,Kile,
Kimm Aurek,exact_match,Kimm Aurek,
Kimm Besh,exact_match,Kimm Besh,
Kimm Cresh,exact_match,Kimm Cresh,
Kinooine,exact_match,Kinooine,
Kinoss,exact_match,Kinoss,
Kinyen,exact_match,Kinyen,
Kir,exact_match,Kir,
Kira,exact_match,Kira,
Kirdo,exact_match,Kirdo,
Kiribi,exact_match,Kiribi,
Kiros,exact_match,Kiros,
Kirtania,exact_match,Kirtania,
Kirtarkin,exact_match,Kirtarkin,
Kitel Phard,exact_match,Kitel Phard,
Kiva,exact_match,Kiva,
Klasse Ephemora,exact_match,Klasse Ephemora,
Klatooine,exact_match,Klatooine,
Kleeva,exact_match,Kleeva,
Kli'aar,exact_match,Kli'aar,
Kloper,exact_match,Kloper,
Kluistar,exact_match,Kluistar,
Knolstee,exact_match,Knolstee,
Knores,exact_match,Knores,
Koba,exact_match,Koba,
Kobaria,exact_match,Kobaria,
Koda Station,exact_match,Koda Station,
Kodai,exact_match,Kodai,
Koensayr,exact_match,Koensayr,
Koiogra,exact_match,Koiogra,
Kokash,exact_match,Kokash,
Kol Huro,exact_match,Kol Huro,
Kolanda Station,exact_match,Kolanda Station,
Komnor,exact_match,Komnor,
Kooriva,exact_match,Kooriva,
Kor Anjiliac,exact_match,Kor Anjiliac,
Kor Besadii,exact_match,Kor Besadii,
Kor Desilijic,exact_match,Kor Desilijic,
Kor Gejalli,exact_match,Kor Gejalli,
Kor Hestilic,exact_match,Kor Hestilic,
Kor Hunamma,exact_match,Kor Hunamma,
Kor Jiramma,exact_match,Kor Jiramma,
Kor Nasirii,exact_match,Kor Nasirii,
Kor Nijiladii,exact_match,Kor Nijiladii,
Kor Oktanivii,exact_match,Kor Oktanivii,
Kor Trinivii,exact_match,Kor Trinivii,
Kor Usilic,exact_match,Kor Usilic,
Kor Utoradii,exact_match,Kor Utoradii,
Kor Vosadii,exact_match,Kor Vosadii,
Korbin,exact_match,Korbin,
Korda Six,exact_match,Korda Six,
Korev VII,exact_match,Korev VII,
Korfo,exact_match,Korfo,
Korphir,exact_match,Korphir,
Korriban,exact_match,Korriban,
Korriz,exact_match,Korriz,
Korvaii,exact_match,Korvaii,
Kothlis,exact_match,Kothlis,
Kowak,exact_match,Kowak,
Krann,exact_match,Krann,
Krant,exact_match,Krant,
Krayiss,exact_match,Krayiss,
Kril'Dor,exact_match,Kril'Dor,
Krinemonen,exact_match,Krinemonen,
Kriselist,exact_match,Kriselist,
Kroctar,exact_match,Kroctar,
Kromus,exact_match,Kromus,
Krownest,manual_required,,no exact or unique normalized match
Krylon,exact_match,Krylon,
Ktil,exact_match,Ktil,
Kuar,exact_match,Kuar,
Kuat,exact_match,Kuat,
Kubindi,exact_match,Kubindi,
Kumru,exact_match,Kumru,
Kuna's Eye,exact_match,Kuna's Eye,
Kuna's Fist,exact_match,Kuna's Fist,
Kuna's Horn,exact_match,Kuna's Horn,
Kuna's Tail,exact_match,Kuna's Tail,
Kuna's Tooth,exact_match,Kuna's Tooth,
Kushibah,exact_match,Kushibah,
Kwenn,exact_match,Kwenn,
Kwevron,exact_match,Kwevron,
Kwookrrr,exact_match,Kwookrrr,
Laakteen Depot,exact_match,Laakteen Depot,
Laboi II,manual_required,,no exact or unique normalized match
Ladarra,exact_match,Ladarra,
Laertos,exact_match,Laertos,
Lafra,exact_match,Lafra,
Lah'mu,exact_match,Lah'mu,
Lahag Erli,exact_match,Lahag Erli,
Lahsbane,exact_match,Lahsbane,
Lalmy'ash,exact_match,Lalmy'ash,
Lamaredd,exact_match,Lamaredd,
Langoona,exact_match,Langoona,
Lankashiir,exact_match,Lankashiir,
Lannik,exact_match,Lannik,
Lansono,exact_match,Lansono,
Lant,exact_match,Lant,
Lanteeb,exact_match,Lanteeb,
Lanthe,exact_match,Lanthe,
Lantillies,exact_match,Lantillies,
Las Lagon,exact_match,Las Lagon,
Lasan,exact_match,Lasan,
Lavisar,exact_match,Lavisar,
Lazerian,exact_match,Lazerian,
Lekua,exact_match,Lekua,
Lelmra,exact_match,Lelmra,
Lemmi,exact_match,Lemmi,
Lenico IV,exact_match,Lenico IV,
Lequabis,exact_match,Lequabis,
Leria Kerlsil,exact_match,Leria Kerlsil,
Leritor,exact_match,Leritor,
Lettow,exact_match,Lettow,
Levian,exact_match,Levian,
Lexrul,exact_match,Lexrul,
Lialic,exact_match,Lialic,
Lianna,exact_match,Lianna,
Linuri,exact_match,Linuri,
Lipsec,exact_match,Lipsec,
Lirra,exact_match,Lirra,
Listehol,exact_match,Listehol,
Little Capella,exact_match,Little Capella,
Little Kessel,exact_match,Little Kessel,
Little Talhovi,exact_match,Little Talhovi,
Livien,exact_match,Livien,
Llanic,exact_match,Llanic,
Llon Nebulae,exact_match,Llon Nebulae,
Lo'Uran,exact_match,Lo'Uran,
Loedorvia,exact_match,Loedorvia,
Lohopa,exact_match,Lohopa,
Lok,exact_match,Lok,
Lola Sayu,exact_match,Lola Sayu,
Lolnar,exact_match,Lolnar,
Lonnaw,exact_match,Lonnaw,
Loovria,exact_match,Loovria,
Lorahns,exact_match,Lorahns,
Loretto,exact_match,Loretto,
Loronar,exact_match,Loronar,
Lorrd,exact_match,Lorrd,
Lorta,exact_match,Lorta,
Lothal,exact_match,Lothal,
Lotho Minor,exact_match,Lotho Minor,
Lovola,exact_match,Lovola,
Low'n,exact_match,Low'n,
Lowick,exact_match,Lowick,
Lucazec,exact_match,Lucazec,
Lujo,exact_match,Lujo,
Lur,exact_match,Lur,
Lutrillia,exact_match,Lutrillia,
Lwhekk,exact_match,Lwhekk,
Lyran,exact_match,Lyran,
Lythos,exact_match,Lythos,
M'haeli,exact_match,M'haeli,
M'Hanna,exact_match,M'Hanna,
Ma'ar Shaddam,exact_match,Ma'ar Shaddam,
Maires,exact_match,Maires,
Majoor,exact_match,Majoor,
Makeb,exact_match,Makeb,
Makem Te,exact_match,Makem Te,
Malachor,exact_match,Malachor,
Malador,exact_match,Malador,
Malagarr,exact_match,Malagarr,
Malastare,exact_match,Malastare,
Maldra,exact_match,Maldra,
Malestrom Nebula,exact_match,Malestrom Nebula,
Mall'ordian,exact_match,Mall'ordian,
Malrev IV,exact_match,Malrev IV,
Maltha Obex,exact_match,Maltha Obex,
Mamendin,exact_match,Mamendin,
Manaan,exact_match,Manaan,
Manda,exact_match,Manda,
Mandalore,exact_match,Mandalore,
Mandell,exact_match,Mandell,
Manforgon,exact_match,Manforgon,
Mannova,exact_match,Mannova,
Manpha,exact_match,Manpha,
Manress,exact_match,Manress,
Mantan,exact_match,Mantan,
Mantessa,exact_match,Mantessa,
Mantooine,exact_match,Mantooine,
Manwess,exact_match,Manwess,
Maridun,exact_match,Maridun,
Markbee's Star,exact_match,Markbee's Star,
Marmoth,exact_match,Marmoth,
Marquarra,exact_match,Marquarra,
Marrovia,exact_match,Marrovia,
Maryo,exact_match,Maryo,
Marzoon,exact_match,Marzoon,
Masterra,exact_match,Masterra,
Mataou,exact_match,Mataou,
Matra,exact_match,Matra,
Mattri,exact_match,Mattri,
Mawan,exact_match,Mawan,
Maya Kovel,exact_match,Maya Kovel,
Mayvitch,exact_match,Mayvitch,
Meastrinnar,exact_match,Meastrinnar,
Mechis III,exact_match,Mechis III,
Media,exact_match,Media,
Medth,exact_match,Medth,
Mek va Uil,exact_match,Mek va Uil,
Melnea's World,exact_match,Melnea's World,
Mendicat,exact_match,Mendicat,
Mephout,exact_match,Mephout,
Merakai,exact_match,Merakai,
Merren,exact_match,Merren,
Merson,exact_match,Merson,
Meryx Minor,exact_match,Meryx Minor,
Messert,exact_match,Messert,
Metalorn,exact_match,Metalorn,
Metellos,exact_match,Metellos,
Mev,exact_match,Mev,
Mexeluine,exact_match,Mexeluine,
Mijos,exact_match,Mijos,
Mika,exact_match,Mika,
Milagro,exact_match,Milagro,
Milarian,exact_match,Milarian,
Millinar,exact_match,Millinar,
Milvayne,exact_match,Milvayne,
Mimban,exact_match,Mimban,
Minashee,exact_match,Minashee,
Mindabaal,exact_match,Mindabaal,
Mindor,exact_match,Mindor,
Minntooine,exact_match,Minntooine,
Mirial,exact_match,Mirial,
Miztoc,exact_match,Miztoc,
Modus,exact_match,Modus,
Mogoshyn,exact_match,Mogoshyn,
Mokk IX,exact_match,Mokk IX,
Molavar,exact_match,Molavar,
Moltok,exact_match,Moltok,
Momansi,exact_match,Momansi,
Mon Calamari,exact_match,Mon Calamari,
Mon Gazza,exact_match,Mon Gazza,
Monastery,exact_match,Monastery,
Mondress,exact_match,Mondress,
Monhudle,exact_match,Monhudle,
Monor,exact_match,Monor,
Montitia,exact_match,Montitia,
Moonus,exact_match,Moonus,
Moorja,exact_match,Moorja,
Moralan,exact_match,Moralan,
Mordagon,exact_match,Mordagon,
Morellia,exact_match,Morellia,
Morishim,exact_match,Morishim,
Mortis,exact_match,Mortis,
Mossak,exact_match,Mossak,
Motexx,exact_match,Motexx,
Mrlsst,exact_match,Mrlsst,
Msst,exact_match,Msst,
Mugaar,exact_match,Mugaar,
Mulatan,exact_match,Mulatan,
Mullan,exact_match,Mullan,
Munto Codru,exact_match,Munto Codru,
Murgo,exact_match,Murgo,
Murk,exact_match,Murk,
Murkhana,exact_match,Murkhana,
Mussubir,exact_match,Mussubir,
Mustafar,exact_match,Mustafar,
Muunilinst,exact_match,Muunilinst,
Muzara,exact_match,Muzara,
Mygeeto,exact_match,Mygeeto,
Myomar,exact_match,Myomar,
Myrkr,exact_match,Myrkr,
Mytaranor,exact_match,Mytaranor,
Mytus,exact_match,Mytus,
N'Zoth,exact_match,N'Zoth,
Naalol,exact_match,Naalol,
Naboo,exact_match,Naboo,
Nadiem,exact_match,Nadiem,
Najarka,exact_match,Najarka,
Najiba,exact_match,Najiba,
Nal Hutta & Nar Shaddaa,exact_match,Nal Hutta & Nar Shaddaa,
Nam Chorios,exact_match,Nam Chorios,
Nam'ta,exact_match,Nam'ta,
Namadii,exact_match,Namadii,
Nantama,exact_match,Nantama,
Nanth'ri,exact_match,Nanth'ri,
Nantuker,exact_match,Nantuker,
Naos,exact_match,Naos,
Naporar,exact_match,Naporar,
Nar Bo Sholla,exact_match,Nar Bo Sholla,
Nar Chunna,exact_match,Nar Chunna,
Nar Haaska,exact_match,Nar Haaska,
Nar Kaaga,exact_match,Nar Kaaga,
Nar Kreeta,exact_match,Nar Kreeta,
Nara,exact_match,Nara,
Nars,exact_match,Nars,
Natalon,exact_match,Natalon,
Nathema,exact_match,Nathema,
Nazzri,exact_match,Nazzri,
Near Indosa,exact_match,Near Indosa,
Near Pando,exact_match,Near Pando,
Nedij,exact_match,Nedij,
Needan,exact_match,Needan,
Neelanon,exact_match,Neelanon,
Neelgaimon,exact_match,Neelgaimon,
Neimoidia,exact_match,Neimoidia,
Nelvaan,exact_match,Nelvaan,
Nentan,exact_match,Nentan,
Nepoy,exact_match,Nepoy,
Neshtab,exact_match,Neshtab,
Nessem,exact_match,Nessem,
New Alderaan,exact_match,New Alderaan,
New Apsolon,exact_match,New Apsolon,
New Ator,exact_match,New Ator,
New Bakstre,exact_match,New Bakstre,
New Balosar,exact_match,New Balosar,
New Cov,exact_match,New Cov,
New Cylimba,exact_match,New Cylimba,
New Heurkea,exact_match,New Heurkea,
New Holstice,exact_match,New Holstice,
Nexus Ortai,exact_match,Nexus Ortai,
Nez Peron,exact_match,Nez Peron,
Nfolgai,exact_match,Nfolgai,
Nicht Ka,exact_match,Nicht Ka,
Nierport,exact_match,Nierport,
Nigel,exact_match,Nigel,
Nim Drovis,exact_match,Nim Drovis,
Nimat,exact_match,Nimat,
Nimban,exact_match,Nimban,
Nimia,exact_match,Nimia,
Ninn,exact_match,Ninn,
Ninzan,exact_match,Ninzan,
Nirauan,exact_match,Nirauan,
Nivek,exact_match,Nivek,
Nixor,exact_match,Nixor,
Nkllon,exact_match,Nkllon,
Noe'ha'on,exact_match,Noe'ha'on,
Nooli,exact_match,Nooli,
Noonar,exact_match,Noonar,
Noquivzor,exact_match,Noquivzor,
Norah,exact_match,Norah,
Noris,exact_match,Noris,
Norkronia,exact_match,Norkronia,
Norval,exact_match,Norval,
Nothoiin,exact_match,Nothoiin,
Nouane,exact_match,Nouane,
Novi,exact_match,Novi,
Nubia,exact_match,Nubia,
Null,exact_match,Null,
Nuralee,exact_match,Nuralee,
Nuswatta,exact_match,Nuswatta,
Nuvar,exact_match,Nuvar,
Nyny,exact_match,Nyny,
Oba Diah,manual_required,,no exact or unique normalized match
Obana,exact_match,Obana,
Obredaan,exact_match,Obredaan,
Obroa-skai,exact_match,Obroa-skai,
Ocsin,exact_match,Ocsin,
Odacer-Faustin,exact_match,Odacer-Faustin,
Odik,exact_match,Odik,
Ogem,exact_match,Ogem,
OHS1782-03,exact_match,OHS1782-03,
OHS2132-04,exact_match,OHS2132-04,
OHS3842-03,exact_match,OHS3842-03,
OHS4140-02,exact_match,OHS4140-02,
Ojom,exact_match,Ojom,
Old Mankoo,exact_match,Old Mankoo,
Omar,exact_match,Omar,
Omonoth,exact_match,Omonoth,
Ompersan,exact_match,Ompersan,
Omwat,exact_match,Omwat,
Onderon & Dxun,exact_match,Onderon & Dxun,
Ool,exact_match,Ool,
Ooo-temiuk,exact_match,Ooo-temiuk,
Oovo,exact_match,Oovo,
Ophideraan,exact_match,Ophideraan,
Opiteihr,exact_match,Opiteihr,
Orax,exact_match,Orax,
Ord Antalaha,exact_match,Ord Antalaha,
Ord Biniir,exact_match,Ord Biniir,
Ord Canfre,exact_match,Ord Canfre,
Ord Cantrell,exact_match,Ord Cantrell,
Ord Cestus,exact_match,Ord Cestus,
Ord Grovner,exact_match,Ord Grovner,
Ord Ibanna,exact_match,Ord Ibanna,
Ord Lithone,exact_match,Ord Lithone,
Ord Mantell,exact_match,Ord Mantell,
Ord Mirit,exact_match,Ord Mirit,
Ord Pardron,exact_match,Ord Pardron,
Ord Radama,exact_match,Ord Radama,
Ord Sedra,exact_match,Ord Sedra,
Ord Sigatt,exact_match,Ord Sigatt,
Ord Tessebok,exact_match,Ord Tessebok,
Ord Thoden,exact_match,Ord Thoden,
Ord Tiddell,exact_match,Ord Tiddell,
Ord Trasi,exact_match,Ord Trasi,
Ord Varee,exact_match,Ord Varee,
Ord Vaug,exact_match,Ord Vaug,
Ord Vaxal,exact_match,Ord Vaxal,
Ordo,exact_match,Ordo,
Orelon,exact_match,Orelon,
Oricon,exact_match,Oricon,
Orinda,exact_match,Orinda,
Orleon,exact_match,Orleon,
Orn Kios,exact_match,Orn Kios,
Ornfra,exact_match,Ornfra,
Orondia,exact_match,Orondia,
Orron,exact_match,Orron,
Orto,manual_required,,no exact or unique normalized match
Orto Plutonia,exact_match,Orto Plutonia,
Orvax,exact_match,Orvax,
Osadia,exact_match,Osadia,
Oseon,exact_match,Oseon,
Oslumpex,exact_match,Oslumpex,
Osmani,exact_match,Osmani,
Ossel,exact_match,Ossel,
Ossiathora,exact_match,Ossiathora,
Osssorck Nebulae,exact_match,Osssorck Nebulae,
Ossus,exact_match,Ossus,
Ota,exact_match,Ota,
Ottabesk,exact_match,Ottabesk,
Outland Transit,exact_match,Outland Transit,
Ovise,exact_match,Ovise,
Oyokal,exact_match,Oyokal,
Ozu,exact_match,Ozu,
Pa Tho,exact_match,Pa Tho,
Pakuuni,exact_match,Pakuuni,
Palanhi,exact_match,Palanhi,
Palawa,exact_match,Palawa,
Pallaxides,exact_match,Pallaxides,
Pammant,exact_match,Pammant,
Pamorjal,exact_match,Pamorjal,
Panatha,exact_match,Panatha,
Pantolomin,exact_match,Pantolomin,
Pantora,exact_match,Pantora,
Paonid,exact_match,Paonid,
Paqualis III,exact_match,Paqualis III,
Paqwepor Major,exact_match,Paqwepor Major,
Parada,exact_match,Parada,
Paramatan,exact_match,Paramatan,
Parcellus Minor,manual_required,,no exact or unique normalized match
Parkis,exact_match,Parkis,
Parshoone,exact_match,Parshoone,
Parthovian Cluster,exact_match,Parthovian Cluster,
Pasaana,manual_required,,no exact or unique normalized match
Pasmin,exact_match,Pasmin,
Patitite Pattuna,exact_match,Patitite Pattuna,
Paulking,exact_match,Paulking,
Pavo Prime,exact_match,Pavo Prime,
Pax,exact_match,Pax,
Peg Shar,exact_match,Peg Shar,
Pencael,exact_match,Pencael,
Pendari,exact_match,Pendari,
Pengalan,exact_match,Pengalan,
Per Lupelo,exact_match,Per Lupelo,
Peragus II,exact_match,Peragus II,
Pergitor,exact_match,Pergitor,
Perin,exact_match,Perin,
Perithal VI,exact_match,Perithal VI,
Perma,exact_match,Perma,
Pesfavri,exact_match,Pesfavri,
Pesmenben,exact_match,Pesmenben,
Petabys Station,exact_match,Petabys Station,
Phaeda,exact_match,Phaeda,
Phaegon_III,exact_match,Phaegon_III,
Phaseera,exact_match,Phaseera,
Phateem,exact_match,Phateem,
Phelope,exact_match,Phelope,
Phindar,exact_match,Phindar,
Pho Ph'eah,exact_match,Pho Ph'eah,
Phu,exact_match,Phu,
Pieldi,exact_match,Pieldi,
Pii,exact_match,Pii,
Pinperu,exact_match,Pinperu,
Pirin,exact_match,Pirin,
Piroket,exact_match,Piroket,
Pirralor,exact_match,Pirralor,
Pitrolea,exact_match,Pitrolea,
Pizilis,exact_match,Pizilis,
Plesstil,exact_match,Plesstil,
Plexis,exact_match,Plexis,
Ploo,exact_match,Ploo,
Plooma,exact_match,Plooma,
Pluthan,exact_match,Pluthan,
Plympto,manual_required,,no exact or unique normalized match
Poderis,exact_match,Poderis,
Polis Massa,exact_match,Polis Massa,
Pollillus,exact_match,Pollillus,
Polmanar,exact_match,Polmanar,
Poln System,exact_match,Poln System,
Polus,exact_match,Polus,
Pondut Station,exact_match,Pondut Station,
Porchello,exact_match,Porchello,
Port Evokk,exact_match,Port Evokk,
Porus Vida,exact_match,Porus Vida,
Poseidenna,exact_match,Poseidenna,
Povanaria,exact_match,Povanaria,
Poviduze,exact_match,Poviduze,
Poytta,exact_match,Poytta,
Praadost,exact_match,Praadost,
Praesitlyn,exact_match,Praesitlyn,
Prakith,exact_match,Prakith,
Prazhi,exact_match,Prazhi,
Prefsbelt,exact_match,Prefsbelt,
Presbalin,exact_match,Presbalin,
Presteen,exact_match,Presteen,
Pria,exact_match,Pria,
Primus Goluud,exact_match,Primus Goluud,
Prishella,exact_match,Prishella,
Pusat Station,exact_match,Pusat Station,
Pybus,exact_match,Pybus,
Pygorix,exact_match,Pygorix,
Pypin,exact_match,Pypin,
Pzob,exact_match,Pzob,
Q'mara,exact_match,Q'mara,
Qat Chrystac,exact_match,Qat Chrystac,
Qiilura,exact_match,Qiilura,
Qina,exact_match,Qina,
Qonto,exact_match,Qonto,
Quaensan Prime,exact_match,Quaensan Prime,
Quamar,exact_match,Quamar,
Quarzite,exact_match,Quarzite,
Quas Killam,exact_match,Quas Killam,
Quelii,exact_match,Quelii,
Quell,exact_match,Quell,
Quellor,exact_match,Quellor,
Quermia,exact_match,Quermia,
Ques,exact_match,Ques,
Quesaya,exact_match,Quesaya,
Quesh,exact_match,Quesh,
Questal,exact_match,Questal,
Queyta,exact_match,Queyta,
Quintas,exact_match,Quintas,
R'alla,exact_match,R'alla,
R-Duba,exact_match,R-Duba,
Radnor,exact_match,Radnor,
Rafa,exact_match,Rafa,
Ragith,exact_match,Ragith,
Ragna,exact_match,Ragna,
Rago,exact_match,Rago,
Ragoon,exact_match,Ragoon,
Rainboh,exact_match,Rainboh,
Rainos CLuster,exact_match,Rainos CLuster,
Raithal,exact_match,Raithal,
Rakata Prime,exact_match,Rakata Prime,
Rakhuuun,exact_match,Rakhuuun,
Ralltiir,exact_match,Ralltiir,
Ramordia,exact_match,Ramordia,
Rampa,exact_match,Rampa,
Rampa Minor,exact_match,Rampa Minor,
Randon,exact_match,Randon,
Rannon,exact_match,Rannon,
Ranroon,exact_match,Ranroon,
Rasterous,exact_match,Rasterous,
Rattatak,exact_match,Rattatak,
Raxus,exact_match,Raxus,
Raxxa,exact_match,Raxxa,
Raydonia,exact_match,Raydonia,
Rbollea,exact_match,Rbollea,
Rearqu Cluster,exact_match,Rearqu Cluster,
Reboam,exact_match,Reboam,
Recopia,exact_match,Recopia,
Red Nebula,exact_match,Red Nebula,
Reecee,exact_match,Reecee,
Refnar,exact_match,Refnar,
Reginard,exact_match,Reginard,
Rehemsa,exact_match,Rehemsa,
Rekkiad,exact_match,Rekkiad,
Relatta,exact_match,Relatta,
Relephon,exact_match,Relephon,
Reltooine,exact_match,Reltooine,
Renatasia,exact_match,Renatasia,
Rendili,exact_match,Rendili,
Renillis,exact_match,Renillis,
Rentor,exact_match,Rentor,
Resht,exact_match,Resht,
Resti Kel,exact_match,Resti Kel,
Retep,exact_match,Retep,
Rettna,exact_match,Rettna,
Reuss,exact_match,Reuss,
Revyia,exact_match,Revyia,
Reytha,exact_match,Reytha,
Rhelg,exact_match,Rhelg,
Rhen Var,exact_match,Rhen Var,
Rhigar,exact_match,Rhigar,
Rhinnal,exact_match,Rhinnal,
Rhommamool,exact_match,Rhommamool,
Riflor,exact_match,Riflor,
Riileb,exact_match,Riileb,
Rimcee Station,exact_match,Rimcee Station,
Rindao,exact_match,Rindao,
Ring of Kafrene,exact_match,Ring of Kafrene,
Ringneldia,exact_match,Ringneldia,
Ringo Vinda,exact_match,Ringo Vinda,
Rinn,exact_match,Rinn,
Rintonne,exact_match,Rintonne,
Rishi,exact_match,Rishi,
Rnda,exact_match,Rnda,
Roche,exact_match,Roche,
Rodia,exact_match,Rodia,
Roldalna,exact_match,Roldalna,
Romin,exact_match,Romin,
Rondai,exact_match,Rondai,
Ronyards,exact_match,Ronyards,
Roon,exact_match,Roon,
Roona,exact_match,Roona,
Ropagi,exact_match,Ropagi,
Roqoo Depot,exact_match,Roqoo Depot,
Rorak,exact_match,Rorak,
Rorgam,exact_match,Rorgam,
Rothana,exact_match,Rothana,
Roundtree,exact_match,Roundtree,
Roxuli,exact_match,Roxuli,
Rrulinn,exact_match,Rrulinn,
Ruan,exact_match,Ruan,
Rudrig,exact_match,Rudrig,
Rugosa,exact_match,Rugosa,
Ruisto,exact_match,Ruisto,
Rulaar,exact_match,Rulaar,
Runaway Prince,exact_match,Runaway Prince,
Rustibar,exact_match,Rustibar,
Rutan,exact_match,Rutan,
Ruul,exact_match,Ruul,
Ruuria,exact_match,Ruuria,
Ruusan,exact_match,Ruusan,
Rydonni Prime,exact_match,Rydonni Prime,
Ryloon,exact_match,Ryloon,
Ryloth,exact_match,Ryloth,
Ryndellia,exact_match,Ryndellia,
Rynmar,exact_match,Rynmar,
Ryoone,exact_match,Ryoone,
Ryvellia,exact_match,Ryvellia,
Saclas,exact_match,Saclas,
Sacorria,exact_match,Sacorria,
Saffalore,exact_match,Saffalore,
Sagar,exact_match,Sagar,
Saijo,exact_match,Saijo,
Saila Na,exact_match,Saila Na,
Sakidopa,exact_match,Sakidopa,
Sakiduba,exact_match,Sakiduba,
Sakifwanna,exact_match,Sakifwanna,
Sakiya,exact_match,Sakiya,
Saleucami,exact_match,Saleucami,
Salient,exact_match,Salient,
Salin,exact_match,Salin,
Salliche,exact_match,Salliche,
Salvara,exact_match,Salvara,
Samaria,exact_match,Samaria,
Sanbra,exact_match,Sanbra,
Sanctuary,exact_match,Sanctuary,
Sanjin,exact_match,Sanjin,
Sanrafsix,exact_match,Sanrafsix,
Sanyassa,exact_match,Sanyassa,
Sanza,exact_match,Sanza,
Saqqar,exact_match,Saqqar,
Sarapin,exact_match,Sarapin,
Sargon,exact_match,Sargon,
Sarka,exact_match,Sarka,
Sarko,exact_match,Sarko,
Sarrish,exact_match,Sarrish,
Sarvchi,exact_match,Sarvchi,
Savareen,exact_match,Savareen,
Scardia,exact_match,Scardia,
Scarif,exact_match,Scarif,
Schesa,exact_match,Schesa,
Scillal,exact_match,Scillal,
Scipio,exact_match,Scipio,
Sedesia,exact_match,Sedesia,
Sedratis,exact_match,Sedratis,
Seelos,exact_match,Seelos,
Selab,exact_match,Selab,
Selenius,exact_match,Selenius,
Seline,exact_match,Seline,
Selitan,exact_match,Selitan,
